customer_id,customer_name,centre_id,centre_name,booking_date,arrival_time,hour_of_day,day_of_week,peak_hour,token_number,tokens_ahead,queue_length,active_counters,crop,quantity_kg,quality_grade,staff_experience_years,estimated_time_min,actual_wait_time_min,processing_time_min,service_start_time,service_end_time,total_time_at_centre_min
FARM101318,Farmer_1318,PC005,Bengaluru Rural,2026-03-22,09:11:00,9,6,0,6,3,5,5,Sugarcane,395.0,A,2,15.9,17.0,17.7,09:28:00,09:45:42,34.7
FARM101845,Farmer_1845,PC002,Mandya North,2026-03-25,11:06:00,11,2,1,13,9,10,1,Wheat,352.2,A,4,96.2,97.7,10.2,12:43:42,12:53:54,107.9
FARM100137,Farmer_0137,PC001,Mysuru Central,2026-04-06,08:50:00,8,0,0,37,35,39,4,Sugarcane,251.3,C,2,161.0,159.2,18.0,11:29:12,11:47:12,177.2
FARM100459,Farmer_0459,PC001,Mysuru Central,2026-03-15,14:43:00,14,6,0,29,24,31,3,Wheat,273.4,A,1,83.9,86.6,10.6,16:09:36,16:20:12,97.2
FARM100376,Farmer_0376,PC005,Bengaluru Rural,2026-02-01,08:57:00,8,6,0,4,1,8,5,Cotton,350.5,C,2,3.4,3.4,15.7,09:00:24,09:16:06,19.1
FARM101343,Farmer_1343,PC003,Hassan Market,2026-03-03,13:13:00,13,1,1,20,17,22,4,Groundnut,88.5,C,5,68.3,67.0,14.9,14:20:00,14:34:54,81.9
FARM100334,Farmer_0334,PC002,Mandya North,2026-03-02,10:56:00,10,0,1,17,16,20,3,Ragi,408.7,A,3,73.4,81.0,13.0,12:17:00,12:30:00,94.0
FARM101160,Farmer_1160,PC002,Mandya North,2026-01-12,15:56:00,15,0,0,19,18,21,3,Wheat,255.8,B,4,76.6,70.0,10.9,17:06:00,17:16:54,80.9
FARM101761,Farmer_1761,PC003,Hassan Market,2026-04-13,11:29:00,11,0,1,36,34,38,5,Maize,316.6,C,9,101.6,93.3,13.4,13:02:18,13:15:42,106.7
FARM101458,Farmer_1458,PC002,Mandya North,2026-02-20,08:36:00,8,4,0,31,29,30,2,Tur Dal,343.1,A,5,173.1,180.0,13.4,11:36:00,11:49:24,193.4
FARM100817,Farmer_0817,PC003,Hassan Market,2026-03-27,11:16:00,11,4,1,8,6,7,4,Sugarcane,497.2,B,4,30.4,32.8,19.7,11:48:48,12:08:30,52.5
FARM101115,Farmer_1115,PC005,Bengaluru Rural,2026-03-12,12:16:00,12,3,1,6,4,5,5,Wheat,601.6,C,1,16.4,15.6,14.0,12:31:36,12:45:36,29.6
FARM101006,Farmer_1006,PC003,Hassan Market,2026-04-03,09:01:00,9,4,0,23,22,25,4,Cotton,224.9,B,8,65.9,64.5,12.1,10:05:30,10:17:36,76.6
FARM101857,Farmer_1857,PC003,Hassan Market,2026-03-14,16:20:00,16,5,0,37,34,38,4,Sugarcane,253.5,B,6,115.7,112.8,14.9,18:12:48,18:27:42,127.7
FARM101955,Farmer_1955,PC001,Mysuru Central,2026-02-27,09:26:00,9,4,0,19,17,20,2,Groundnut,419.7,B,3,137.2,140.4,15.9,11:46:24,12:02:18,156.3
FARM101851,Farmer_1851,PC001,Mysuru Central,2026-04-07,11:57:00,11,1,1,41,40,42,2,Ragi,84.2,C,1,159.1,167.3,8.4,14:44:18,14:52:42,175.7
FARM100911,Farmer_0911,PC005,Bengaluru Rural,2026-01-08,15:20:00,15,3,0,22,18,20,5,Wheat,370.2,A,2,30.5,32.7,10.7,15:52:42,16:03:24,43.4
FARM101930,Farmer_1930,PC003,Hassan Market,2026-01-29,10:42:00,10,3,1,15,10,16,4,Ragi,98.3,A,10,15.3,14.1,6.0,10:56:06,11:02:06,20.1
FARM101126,Farmer_1126,PC003,Hassan Market,2026-03-13,09:32:00,9,4,0,8,4,5,4,Rice,73.7,A,5,14.1,15.2,10.4,09:47:12,09:57:36,25.6
FARM100329,Farmer_0329,PC001,Mysuru Central,2026-01-03,15:09:00,15,5,0,8,4,5,3,Rice,249.4,B,5,12.6,13.5,11.8,15:22:30,15:34:18,25.3
FARM101248,Farmer_1248,PC002,Mandya North,2026-01-31,09:54:00,9,5,0,30,29,35,1,Wheat,330.9,A,7,190.6,180.0,7.3,12:54:00,13:01:18,187.3
FARM100319,Farmer_0319,PC005,Bengaluru Rural,2026-03-10,10:16:00,10,1,1,43,40,43,4,Rice,233.0,C,10,87.2,85.2,8.5,11:41:12,11:49:42,93.7
FARM101690,Farmer_1690,PC005,Bengaluru Rural,2026-03-06,08:17:00,8,4,0,3,2,9,5,Groundnut,268.9,A,5,4.5,4.2,9.4,08:21:12,08:30:36,13.6
FARM101359,Farmer_1359,PC003,Hassan Market,2026-03-21,09:55:00,9,5,0,8,7,14,5,Maize,264.0,B,1,21.9,23.7,12.0,10:18:42,10:30:42,35.7
FARM101733,Farmer_1733,PC004,Tumakuru Main,2026-04-18,13:58:00,13,5,1,6,5,9,3,Sugarcane,376.0,C,2,39.1,39.5,19.2,14:37:30,14:56:42,58.7
FARM100168,Farmer_0168,PC004,Tumakuru Main,2026-03-04,15:13:00,15,2,0,33,32,35,2,Rice,193.9,B,7,102.5,109.6,6.8,17:02:36,17:09:24,116.4
FARM100013,Farmer_0013,PC003,Hassan Market,2026-04-04,08:04:00,8,5,0,15,12,18,4,Sugarcane,325.6,B,2,36.0,39.8,14.4,08:43:48,08:58:12,54.2
FARM101927,Farmer_1927,PC003,Hassan Market,2026-01-15,10:28:00,10,3,1,33,28,31,4,Tur Dal,373.8,B,2,115.2,108.9,15.7,12:16:54,12:32:36,124.6
FARM100172,Farmer_0172,PC005,Bengaluru Rural,2026-01-12,09:56:00,9,0,0,43,39,46,5,Ragi,152.2,C,3,62.7,67.4,10.2,11:03:24,11:13:36,77.6
FARM100650,Farmer_0650,PC003,Hassan Market,2026-03-26,12:18:00,12,3,1,7,2,3,4,Sugarcane,406.1,C,6,15.3,15.8,22.3,12:33:48,12:56:06,38.1
FARM101062,Farmer_1062,PC004,Tumakuru Main,2026-04-14,16:40:00,16,1,0,45,43,48,3,Maize,286.6,A,3,152.4,146.1,10.0,19:06:06,19:16:06,156.1
FARM100261,Farmer_0261,PC004,Tumakuru Main,2026-03-12,12:06:00,12,3,1,20,15,21,2,Groundnut,247.7,C,4,113.2,123.3,14.6,14:09:18,14:23:54,137.9
FARM101367,Farmer_1367,PC004,Tumakuru Main,2026-03-29,09:46:00,9,6,0,25,23,29,3,Ragi,374.7,B,7,85.5,80.7,10.6,11:06:42,11:17:18,91.3
FARM101549,Farmer_1549,PC004,Tumakuru Main,2026-04-02,09:24:00,9,3,0,17,15,20,3,Rice,434.3,A,5,58.5,58.2,10.9,10:22:12,10:33:06,69.1
FARM100902,Farmer_0902,PC003,Hassan Market,2026-03-14,15:25:00,15,5,0,21,19,26,5,Cotton,271.3,C,7,57.6,53.2,14.5,16:18:12,16:32:42,67.7
FARM100673,Farmer_0673,PC005,Bengaluru Rural,2026-02-21,12:12:00,12,5,1,23,19,26,6,Sugarcane,406.1,A,1,55.6,53.5,17.1,13:05:30,13:22:36,70.6
FARM100259,Farmer_0259,PC004,Tumakuru Main,2026-03-14,09:03:00,9,5,0,35,34,41,3,Ragi,200.6,A,10,88.0,86.9,6.8,10:29:54,10:36:42,93.7
FARM100845,Farmer_0845,PC005,Bengaluru Rural,2026-01-31,16:39:00,16,5,0,22,18,21,5,Ragi,392.9,A,6,41.1,39.8,10.5,17:18:48,17:29:18,50.3
FARM100868,Farmer_0868,PC004,Tumakuru Main,2026-04-19,08:39:00,8,6,0,47,45,50,3,Tur Dal,318.3,C,7,174.0,180.0,13.0,11:39:00,11:52:00,193.0
FARM101800,Farmer_1800,PC004,Tumakuru Main,2026-01-14,12:28:00,12,2,1,45,41,46,3,Tur Dal,316.2,C,1,181.5,177.8,11.8,15:25:48,15:37:36,189.6
FARM100139,Farmer_0139,PC005,Bengaluru Rural,2026-02-01,16:54:00,16,6,0,37,35,42,4,Maize,153.8,C,5,83.4,87.7,11.1,18:21:42,18:32:48,98.8
FARM100894,Farmer_0894,PC001,Mysuru Central,2026-03-20,16:31:00,16,4,0,28,27,30,3,Tur Dal,180.6,A,8,84.2,78.9,9.4,17:49:54,17:59:18,88.3
FARM101838,Farmer_1838,PC005,Bengaluru Rural,2026-04-18,10:18:00,10,5,1,25,24,30,5,Groundnut,394.1,A,5,71.6,71.0,15.4,11:29:00,11:44:24,86.4
FARM100550,Farmer_0550,PC002,Mandya North,2026-02-11,10:25:00,10,2,1,48,43,46,1,Cotton,443.9,B,4,177.6,180.0,16.6,13:25:00,13:41:36,196.6
FARM100320,Farmer_0320,PC005,Bengaluru Rural,2026-02-12,11:41:00,11,3,1,4,1,2,5,Cotton,441.5,C,6,5.7,5.8,17.2,11:46:48,12:04:00,23.0
FARM101527,Farmer_1527,PC003,Hassan Market,2026-02-17,16:15:00,16,1,0,40,37,44,4,Cotton,340.3,A,2,132.2,122.6,14.5,18:17:36,18:32:06,137.1
FARM101806,Farmer_1806,PC002,Mandya North,2026-01-22,15:37:00,15,3,0,40,39,42,2,Wheat,333.4,A,1,192.3,180.0,9.7,18:37:00,18:46:42,189.7
FARM101178,Farmer_1178,PC003,Hassan Market,2026-02-01,16:57:00,16,6,0,4,2,9,4,Cotton,362.3,B,4,9.0,9.8,15.8,17:06:48,17:22:36,25.6
FARM100559,Farmer_0559,PC001,Mysuru Central,2026-03-27,16:13:00,16,4,0,10,7,13,3,Maize,253.8,C,1,41.2,42.0,15.3,16:55:00,17:10:18,57.3
FARM100140,Farmer_0140,PC003,Hassan Market,2026-04-04,14:36:00,14,5,0,37,35,37,4,Ragi,120.1,C,3,93.2,92.8,10.9,16:08:48,16:19:42,103.7
FARM101735,Farmer_1735,PC002,Mandya North,2026-03-28,15:38:00,15,5,0,10,7,9,2,Rice,237.7,A,4,50.2,47.8,11.2,16:25:48,16:37:00,59.0
FARM100532,Farmer_0532,PC004,Tumakuru Main,2026-03-24,13:23:00,13,1,1,40,35,38,3,Maize,346.7,C,8,165.5,180.0,14.5,16:23:00,16:37:30,194.5
FARM100225,Farmer_0225,PC005,Bengaluru Rural,2026-04-03,13:53:00,13,4,1,40,35,39,5,Groundnut,184.3,A,8,60.1,58.2,8.5,14:51:12,14:59:42,66.7
FARM100724,Farmer_0724,PC001,Mysuru Central,2026-03-07,11:18:00,11,5,1,6,5,11,3,Ragi,204.4,A,3,19.8,20.2,9.5,11:38:12,11:47:42,29.7
FARM100787,Farmer_0787,PC005,Bengaluru Rural,2026-02-25,09:23:00,9,2,0,12,9,12,5,Maize,216.4,C,10,21.8,22.0,12.8,09:45:00,09:57:48,34.8
FARM101718,Farmer_1718,PC002,Mandya North,2026-01-25,12:11:00,12,6,1,19,14,20,2,Rice,388.7,C,7,97.0,97.5,12.5,13:48:30,14:01:00,110.0
FARM101008,Farmer_1008,PC002,Mandya North,2026-04-17,11:30:00,11,4,1,34,30,35,2,Wheat,127.5,C,8,138.6,133.2,7.9,13:43:12,13:51:06,141.1
FARM100410,Farmer_0410,PC004,Tumakuru Main,2026-01-23,08:20:00,8,4,0,9,6,10,3,Sugarcane,373.1,A,3,35.5,34.7,17.5,08:54:42,09:12:12,52.2
FARM100326,Farmer_0326,PC002,Mandya North,2026-01-02,16:14:00,16,4,0,9,7,10,1,Tur Dal,130.3,B,1,76.0,73.6,9.7,17:27:36,17:37:18,83.3
FARM101766,Farmer_1766,PC003,Hassan Market,2026-04-03,09:29:00,9,4,0,22,18,21,5,Wheat,347.8,A,9,36.1,38.8,12.5,10:07:48,10:20:18,51.3
FARM100300,Farmer_0300,PC004,Tumakuru Main,2026-01-24,16:01:00,16,5,0,1,0,5,2,Groundnut,486.6,B,8,1.4,1.5,15.1,16:02:30,16:17:36,16.6
FARM101263,Farmer_1263,PC004,Tumakuru Main,2026-02-11,16:17:00,16,2,0,24,20,21,4,Maize,141.2,A,7,55.9,53.3,10.3,17:10:18,17:20:36,63.6
FARM101946,Farmer_1946,PC004,Tumakuru Main,2026-04-03,14:50:00,14,4,0,31,27,28,3,Sugarcane,162.3,C,1,182.4,171.9,18.2,17:41:54,18:00:06,190.1
FARM100026,Farmer_0026,PC005,Bengaluru Rural,2026-02-18,16:41:00,16,2,0,8,4,5,6,Groundnut,330.0,A,10,5.9,5.9,11.5,16:46:54,16:58:24,17.4
FARM101859,Farmer_1859,PC001,Mysuru Central,2026-04-17,08:53:00,8,4,0,42,38,39,4,Groundnut,73.9,B,9,95.7,87.0,9.2,10:20:00,10:29:12,96.2
FARM100715,Farmer_0715,PC004,Tumakuru Main,2026-04-10,11:56:00,11,4,1,43,42,45,3,Cotton,349.7,C,10,188.1,180.0,17.7,14:56:00,15:13:42,197.7
FARM101010,Farmer_1010,PC005,Bengaluru Rural,2026-04-10,11:56:00,11,4,1,20,18,23,6,Ragi,183.8,C,10,39.8,38.6,11.8,12:34:36,12:46:24,50.4
FARM100194,Farmer_0194,PC002,Mandya North,2026-02-23,08:47:00,8,0,0,48,43,44,3,Sugarcane,281.9,B,2,175.3,180.0,16.2,11:47:00,12:03:12,196.2
FARM100441,Farmer_0441,PC003,Hassan Market,2026-02-13,09:59:00,9,4,0,6,1,8,4,Rice,296.3,C,7,4.0,3.8,13.9,10:02:48,10:16:42,17.7
FARM100574,Farmer_0574,PC001,Mysuru Central,2026-03-19,13:13:00,13,3,1,39,36,38,3,Maize,565.3,C,8,174.2,180.0,17.3,16:13:00,16:30:18,197.3
FARM100947,Farmer_0947,PC004,Tumakuru Main,2026-04-09,12:27:00,12,3,1,13,11,16,3,Rice,389.3,B,7,53.3,53.4,12.4,13:20:24,13:32:48,65.8
FARM100998,Farmer_0998,PC005,Bengaluru Rural,2026-03-20,08:20:00,8,4,0,21,19,20,5,Groundnut,466.3,C,7,59.0,55.0,16.8,09:15:00,09:31:48,71.8
FARM100504,Farmer_0504,PC004,Tumakuru Main,2026-02-27,14:06:00,14,4,0,13,8,11,3,Maize,346.1,B,7,45.3,46.9,15.2,14:52:54,15:08:06,62.1
FARM100606,Farmer_0606,PC004,Tumakuru Main,2026-03-03,13:11:00,13,1,1,29,24,31,2,Tur Dal,381.2,C,9,162.2,180.0,14.5,16:11:00,16:25:30,194.5
FARM101717,Farmer_1717,PC003,Hassan Market,2026-03-11,09:47:00,9,2,0,22,17,23,4,Rice,499.9,A,9,42.3,46.7,12.6,10:33:42,10:46:18,59.3
FARM101164,Farmer_1164,PC001,Mysuru Central,2026-02-21,13:41:00,13,5,1,17,12,18,3,Sugarcane,398.5,C,3,84.6,92.9,22.4,15:13:54,15:36:18,115.3
FARM101787,Farmer_1787,PC005,Bengaluru Rural,2026-02-10,08:57:00,8,1,0,13,8,10,5,Wheat,269.2,B,9,14.1,14.4,9.2,09:11:24,09:20:36,23.6
FARM100847,Farmer_0847,PC004,Tumakuru Main,2026-04-19,13:14:00,13,6,1,39,38,40,2,Maize,252.8,A,6,153.4,168.6,8.2,16:02:36,16:10:48,176.8
FARM100004,Farmer_0004,PC002,Mandya North,2026-04-06,09:27:00,9,0,0,9,5,11,2,Ragi,189.3,B,7,36.0,33.9,10.9,10:00:54,10:11:48,44.8
FARM101287,Farmer_1287,PC005,Bengaluru Rural,2026-04-30,12:21:00,12,3,1,34,29,34,4,Ragi,358.1,C,4,81.3,82.9,12.9,13:43:54,13:56:48,95.8
FARM101223,Farmer_1223,PC001,Mysuru Central,2026-02-13,10:54:00,10,4,1,38,35,40,3,Rice,258.1,C,5,139.9,130.7,10.9,13:04:42,13:15:36,141.6
FARM100468,Farmer_0468,PC001,Mysuru Central,2026-02-17,14:30:00,14,1,0,20,16,22,2,Wheat,170.6,B,9,66.1,66.5,8.6,15:36:30,15:45:06,75.1
FARM100322,Farmer_0322,PC005,Bengaluru Rural,2026-04-25,16:34:00,16,5,0,37,34,38,6,Groundnut,415.0,B,8,83.8,78.3,15.4,17:52:18,18:07:42,93.7
FARM100006,Farmer_0006,PC003,Hassan Market,2026-01-05,09:14:00,9,0,0,9,5,8,4,Sugarcane,386.5,C,6,22.8,25.2,18.1,09:39:12,09:57:18,43.3
FARM100223,Farmer_0223,PC004,Tumakuru Main,2026-01-12,12:39:00,12,0,1,7,3,9,4,Ragi,215.5,A,7,14.8,16.0,11.3,12:55:00,13:06:18,27.3
FARM101375,Farmer_1375,PC004,Tumakuru Main,2026-03-18,15:16:00,15,2,0,30,25,29,3,Maize,322.9,C,4,92.2,100.5,11.5,16:56:30,17:08:00,112.0
FARM100548,Farmer_0548,PC002,Mandya North,2026-01-10,16:16:00,16,5,0,26,23,30,2,Ragi,160.7,C,4,170.4,157.6,12.4,18:53:36,19:06:00,170.0
FARM100229,Farmer_0229,PC002,Mandya North,2026-02-25,13:12:00,13,2,1,15,11,14,3,Ragi,386.5,A,9,56.2,53.0,11.5,14:05:00,14:16:30,64.5
FARM100040,Farmer_0040,PC005,Bengaluru Rural,2026-02-19,09:22:00,9,3,0,6,4,11,5,Wheat,162.3,B,5,7.4,7.7,9.4,09:29:42,09:39:06,17.1
FARM100543,Farmer_0543,PC005,Bengaluru Rural,2026-01-04,08:02:00,8,6,0,22,18,22,5,Sugarcane,334.0,A,2,58.7,55.0,17.2,08:57:00,09:14:12,72.2
FARM100243,Farmer_0243,PC005,Bengaluru Rural,2026-02-12,12:40:00,12,3,1,35,34,39,5,Maize,433.1,C,7,94.0,100.3,15.8,14:20:18,14:36:06,116.1
FARM100899,Farmer_0899,PC003,Hassan Market,2026-03-11,11:34:00,11,2,1,33,31,36,4,Cotton,419.9,B,5,119.3,117.3,15.8,13:31:18,13:47:06,133.1
FARM101134,Farmer_1134,PC001,Mysuru Central,2026-03-01,15:35:00,15,6,0,30,25,32,2,Tur Dal,217.2,C,7,149.7,159.3,12.9,18:14:18,18:27:12,172.2
FARM101449,Farmer_1449,PC004,Tumakuru Main,2026-04-22,08:59:00,8,2,0,5,4,7,2,Groundnut,340.6,C,6,39.3,36.4,17.1,09:35:24,09:52:30,53.5
FARM101869,Farmer_1869,PC001,Mysuru Central,2026-01-20,11:07:00,11,1,1,45,41,45,3,Wheat,307.0,C,7,183.0,171.1,11.8,13:58:06,14:09:54,182.9
FARM100843,Farmer_0843,PC005,Bengaluru Rural,2026-03-19,14:48:00,14,3,0,6,1,7,5,Wheat,254.6,B,5,1.0,1.0,9.8,14:49:00,14:58:48,10.8
FARM101419,Farmer_1419,PC002,Mandya North,2026-03-23,14:26:00,14,0,0,36,32,35,1,Ragi,368.2,C,9,166.5,180.0,12.0,17:26:00,17:38:00,192.0
FARM101654,Farmer_1654,PC005,Bengaluru Rural,2026-01-08,15:59:00,15,3,0,35,31,32,5,Tur Dal,372.3,B,9,81.5,79.3,14.0,17:18:18,17:32:18,93.3
FARM101970,Farmer_1970,PC002,Mandya North,2026-01-04,10:47:00,10,6,1,33,31,35,3,Maize,235.3,B,3,124.7,115.8,9.8,12:42:48,12:52:36,125.6
FARM100662,Farmer_0662,PC002,Mandya North,2026-04-27,14:41:00,14,0,0,38,37,38,3,Wheat,329.0,C,1,181.8,180.0,13.9,17:41:00,17:54:54,193.9
FARM101211,Farmer_1211,PC003,Hassan Market,2026-04-15,13:58:00,13,2,1,45,42,49,5,Ragi,261.8,B,4,97.9,102.2,12.3,15:40:12,15:52:30,114.5
FARM100315,Farmer_0315,PC004,Tumakuru Main,2026-04-26,12:35:00,12,6,1,40,35,40,3,Ragi,149.7,B,6,99.1,93.2,7.1,14:08:12,14:15:18,100.3
FARM100692,Farmer_0692,PC001,Mysuru Central,2026-03-04,08:07:00,8,2,0,18,15,16,3,Wheat,128.6,A,3,48.9,46.3,9.2,08:53:18,09:02:30,55.5
FARM101504,Farmer_1504,PC002,Mandya North,2026-01-08,13:11:00,13,3,1,14,11,16,2,Maize,121.6,C,8,86.3,87.4,12.9,14:38:24,14:51:18,100.3
FARM100425,Farmer_0425,PC003,Hassan Market,2026-01-27,15:07:00,15,1,0,12,10,11,4,Rice,405.5,B,9,26.8,27.4,12.5,15:34:24,15:46:54,39.9
FARM100595,Farmer_0595,PC003,Hassan Market,2026-03-02,16:01:00,16,0,0,42,41,47,4,Sugarcane,445.0,C,10,167.5,170.0,18.0,18:51:00,19:09:00,188.0
FARM101964,Farmer_1964,PC004,Tumakuru Main,2026-02-15,15:15:00,15,6,0,12,8,12,3,Ragi,443.0,C,6,39.1,39.2,14.4,15:54:12,16:08:36,53.6
FARM100623,Farmer_0623,PC002,Mandya North,2026-03-26,15:41:00,15,3,0,9,4,11,2,Maize,284.6,B,6,32.3,31.5,13.9,16:12:30,16:26:24,45.4
FARM101171,Farmer_1171,PC003,Hassan Market,2026-01-20,09:15:00,9,1,0,33,31,32,3,Sugarcane,77.8,C,10,129.1,118.1,12.3,11:13:06,11:25:24,130.4
FARM101044,Farmer_1044,PC004,Tumakuru Main,2026-03-03,11:50:00,11,1,1,3,1,8,2,Cotton,134.2,B,5,11.2,11.6,14.3,12:01:36,12:15:54,25.9
FARM100228,Farmer_0228,PC005,Bengaluru Rural,2026-01-18,11:42:00,11,6,1,29,25,29,5,Maize,331.6,C,3,71.1,72.1,15.3,12:54:06,13:09:24,87.4
FARM101118,Farmer_1118,PC001,Mysuru Central,2026-03-03,12:23:00,12,1,1,31,26,29,3,Ragi,182.4,A,10,83.2,80.4,8.9,13:43:24,13:52:18,89.3
FARM101332,Farmer_1332,PC004,Tumakuru Main,2026-02-01,09:49:00,9,6,0,22,19,23,3,Groundnut,106.9,A,1,76.7,78.4,11.7,11:07:24,11:19:06,90.1
FARM101316,Farmer_1316,PC004,Tumakuru Main,2026-03-30,15:13:00,15,0,0,15,11,16,3,Cotton,218.5,A,10,58.3,55.0,13.0,16:08:00,16:21:00,68.0
FARM100067,Farmer_0067,PC005,Bengaluru Rural,2026-01-23,15:01:00,15,4,0,10,7,11,4,Sugarcane,390.2,B,1,26.9,28.8,16.9,15:29:48,15:46:42,45.7
FARM100025,Farmer_0025,PC004,Tumakuru Main,2026-04-16,15:51:00,15,3,0,26,24,25,2,Ragi,589.5,A,3,163.9,180.0,16.7,18:51:00,19:07:42,196.7
FARM100145,Farmer_0145,PC003,Hassan Market,2026-01-07,15:52:00,15,2,0,25,24,25,4,Rice,296.1,B,7,66.8,66.4,11.5,16:58:24,17:09:54,77.9
FARM100537,Farmer_0537,PC002,Mandya North,2026-03-09,12:11:00,12,0,1,15,13,20,1,Groundnut,254.3,C,1,167.6,180.0,14.1,15:11:00,15:25:06,194.1
FARM100812,Farmer_0812,PC005,Bengaluru Rural,2026-03-31,12:52:00,12,1,1,41,40,46,5,Groundnut,539.4,C,1,142.9,138.2,18.2,15:10:12,15:28:24,156.4
FARM101467,Farmer_1467,PC003,Hassan Market,2026-04-27,10:53:00,10,0,1,19,18,23,3,Rice,252.3,C,10,67.0,65.9,10.3,11:58:54,12:09:12,76.2
FARM100086,Farmer_0086,PC005,Bengaluru Rural,2026-03-09,08:55:00,8,0,0,17,15,20,4,Groundnut,526.7,A,8,46.6,51.8,15.5,09:46:48,10:02:18,67.3
FARM101661,Farmer_1661,PC003,Hassan Market,2026-03-11,09:02:00,9,2,0,25,21,23,4,Cotton,214.5,C,10,64.0,61.8,13.6,10:03:48,10:17:24,75.4
FARM101646,Farmer_1646,PC003,Hassan Market,2026-04-03,09:48:00,9,4,0,31,28,32,3,Sugarcane,279.9,C,6,173.2,163.0,19.2,12:31:00,12:50:12,182.2
FARM101805,Farmer_1805,PC001,Mysuru Central,2026-03-01,09:37:00,9,6,0,17,16,21,3,Tur Dal,279.1,B,5,56.7,62.3,12.1,10:39:18,10:51:24,74.4
FARM101818,Farmer_1818,PC004,Tumakuru Main,2026-03-21,12:07:00,12,5,1,27,24,27,3,Wheat,170.8,B,6,102.0,95.2,10.5,13:42:12,13:52:42,105.7
FARM101577,Farmer_1577,PC004,Tumakuru Main,2026-01-25,15:52:00,15,6,0,5,3,7,3,Cotton,220.0,B,10,18.6,18.8,13.8,16:10:48,16:24:36,32.6
FARM101145,Farmer_1145,PC002,Mandya North,2026-02-07,16:59:00,16,5,0,8,3,7,1,Sugarcane,345.1,A,2,46.7,47.6,14.6,17:46:36,18:01:12,62.2
FARM100363,Farmer_0363,PC003,Hassan Market,2026-04-21,16:48:00,16,1,0,33,30,37,3,Tur Dal,195.8,A,10,97.6,97.2,10.3,18:25:12,18:35:30,107.5
FARM101612,Farmer_1612,PC004,Tumakuru Main,2026-01-28,08:11:00,8,2,0,21,16,19,3,Cotton,214.8,C,1,87.9,81.8,14.6,09:32:48,09:47:24,96.4
FARM101866,Farmer_1866,PC005,Bengaluru Rural,2026-04-02,11:04:00,11,3,1,41,39,40,5,Maize,330.5,A,9,66.6,70.9,10.1,12:14:54,12:25:00,81.0
FARM101027,Farmer_1027,PC004,Tumakuru Main,2026-03-03,12:22:00,12,1,1,44,40,46,3,Wheat,211.8,A,8,110.3,112.6,7.4,14:14:36,14:22:00,120.0
FARM101031,Farmer_1031,PC004,Tumakuru Main,2026-03-30,16:41:00,16,0,0,45,43,46,3,Tur Dal,146.3,C,10,162.8,159.7,10.5,19:20:42,19:31:12,170.2
FARM101304,Farmer_1304,PC002,Mandya North,2026-04-11,09:23:00,9,5,0,36,35,42,1,Wheat,326.3,B,4,187.6,180.0,10.9,12:23:00,12:33:54,190.9
FARM101356,Farmer_1356,PC001,Mysuru Central,2026-01-03,15:41:00,15,5,0,45,40,43,3,Groundnut,309.9,B,1,181.9,170.7,12.4,18:31:42,18:44:06,183.1
FARM101731,Farmer_1731,PC003,Hassan Market,2026-02-02,14:43:00,14,0,0,28,27,34,4,Maize,187.3,B,10,71.8,73.8,12.2,15:56:48,16:09:00,86.0
FARM100666,Farmer_0666,PC002,Mandya North,2026-02-05,13:18:00,13,3,1,15,14,17,2,Groundnut,386.7,A,6,110.8,110.6,14.0,15:08:36,15:22:36,124.6
FARM100365,Farmer_0365,PC004,Tumakuru Main,2026-01-08,12:26:00,12,3,1,37,34,37,3,Groundnut,213.0,C,1,197.1,180.0,15.7,15:26:00,15:41:42,195.7
FARM100078,Farmer_0078,PC001,Mysuru Central,2026-03-12,15:20:00,15,3,0,13,12,19,3,Wheat,132.4,B,6,27.8,27.0,7.5,15:47:00,15:54:30,34.5
FARM100028,Farmer_0028,PC002,Mandya North,2026-03-30,10:26:00,10,0,1,22,17,23,1,Sugarcane,243.2,C,10,185.5,180.0,16.9,13:26:00,13:42:54,196.9
FARM101437,Farmer_1437,PC003,Hassan Market,2026-03-25,13:15:00,13,2,1,33,32,33,4,Wheat,232.3,A,8,68.3,62.3,7.8,14:17:18,14:25:06,70.1
FARM100526,Farmer_0526,PC005,Bengaluru Rural,2026-03-26,13:39:00,13,3,1,20,16,22,6,Rice,156.6,A,2,24.2,24.2,9.9,14:03:12,14:13:06,34.1
FARM101835,Farmer_1835,PC002,Mandya North,2026-03-12,08:11:00,8,3,0,23,18,24,2,Groundnut,266.2,B,5,155.8,145.7,14.6,10:36:42,10:51:18,160.3
FARM100056,Farmer_0056,PC001,Mysuru Central,2026-04-02,14:39:00,14,3,0,38,35,36,2,Groundnut,138.9,B,9,180.5,180.0,11.2,17:39:00,17:50:12,191.2
FARM100639,Farmer_0639,PC004,Tumakuru Main,2026-04-24,09:03:00,9,4,0,25,24,25,2,Wheat,203.7,C,8,125.4,119.7,9.6,11:02:42,11:12:18,129.3
FARM100303,Farmer_0303,PC003,Hassan Market,2026-03-15,11:07:00,11,6,1,28,26,31,5,Wheat,287.2,C,4,69.6,66.7,13.0,12:13:42,12:26:42,79.7
FARM100719,Farmer_0719,PC005,Bengaluru Rural,2026-04-18,10:18:00,10,5,1,17,14,21,4,Wheat,360.0,A,6,45.0,44.6,11.0,11:02:36,11:13:36,55.6
